fact_gps_pos.subscription_id,fact_gps_pos.external_id,fact_gps_pos.ingested_time,fact_gps_pos.persisted_time,fact_gps_pos.vehicle_id,fact_gps_pos.lineage_code,fact_gps_pos.driver_id,fact_gps_pos.driver_orig_id,fact_gps_pos.event_time,fact_gps_pos.latitude,fact_gps_pos.longitude,fact_gps_pos.altitude,fact_gps_pos.velocity,fact_gps_pos.block_seq,fact_gps_pos.heading,fact_gps_pos.satellites,fact_gps_pos.hdop,fact_gps_pos.age_of_read,fact_gps_pos.distance_since_read,fact_gps_pos.is_avl,fact_gps_pos.odometer,fact_gps_pos.coord_valid,fact_gps_pos.event_year,fact_gps_pos.event_month,fact_gps_pos.event_day,fact_gps_pos.event_hour,fact_gps_pos.event_minute,fact_gps_pos.event_second,fact_gps_pos.event_msecond,fact_gps_pos.geohash1,fact_gps_pos.geohash2,fact_gps_pos.geohash3,fact_gps_pos.geohash4,fact_gps_pos.geohash5,fact_gps_pos.geohash6,fact_gps_pos.geohash7,fact_gps_pos.geohash8,fact_gps_pos.geohash9,fact_gps_pos.geohash10,fact_gps_pos.geohash11,fact_gps_pos.geohash12,,
1452,32,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,NULL,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,331,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,65,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,332,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,100,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,34,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,4,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,35,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,2,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,41,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,2,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,42,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,NULL,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,51,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,2,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,52,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,NULL,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,53,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,9,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,11,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,17,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,12,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,26,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,13,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,35,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,14,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,44,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,15,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,53,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,16,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,62,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,17,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,71,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,18,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,80,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,19,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,100,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,111,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,NULL,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,112,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,17,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,113,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,26,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,114,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,35,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,115,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,44,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,116,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,53,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,117,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,62,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,118,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,71,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
1452,119,2017-06-14 14.34.39.8,2018-05-07 15.33.38.8,21,2,0,0,2017-06-11 00.12.01.4,22:13.2,53.97211075,-11,80,1901020,250,7,1,58,564,FALSE,0,TRUE,47,569,17328,415884,24953041,1497182497,1.50E+12,v,v0,v0q,v0q6,v0q6u,v0q6un,v0q6unt,v0q6unt7,v0q6unt73,v0q6unt733,v0q6unt7334,v0q6unt7334x,,
