fact_event.subscription_id,fact_event.external_id,fact_event.ingested_time,fact_event.persisted_time,fact_event.vehicle_id,fact_event.lineage_code,fact_event.driver_id,fact_event.driver_orig_id,fact_event.event_id,fact_event.event_type,fact_event.start_seq,fact_event.end_seq,fact_event.start,fact_event.end_,fact_event.recorded,fact_event.start_odo,fact_event.end_odo,fact_event.odometer,fact_event.start_gps_id,fact_event.end_gps_id,fact_event.total_time,fact_event.total_occurs,fact_event.value,fact_event.litres,fact_event.f3prm,fact_event.f3value,
1452,14,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,14,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,14,161450991,537,1,50,0,0,0,
1452,15,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,15,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,15,161450991,537,1,60,0,0,0,
1452,16,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,16,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,16,161450991,537,1,70,0,0,0,
1452,17,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,17,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,17,161450991,537,1,80,0,0,0,
1452,18,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,18,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,18,161450991,537,1,90,0,0,0,
1452,19,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,19,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,19,161450991,537,1,80,0,0,0,
1452,111,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,111,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,111,161450991,537,1,80,0,0,0,
1452,112,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,112,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,112,161450991,537,1,19,0,0,0,
1452,113,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,113,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,113,161450991,537,1,28,0,0,0,
1452,114,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,114,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,114,161450991,537,1,37,0,0,0,
1452,115,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,115,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,115,161450991,537,1,46,0,0,0,
1452,116,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,116,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,116,161450991,537,1,55,0,0,0,
1452,117,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,117,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,117,161450991,537,1,64,0,0,0,
1452,118,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,118,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,118,161450991,537,1,73,0,0,0,
1452,119,2017-06-13 19:37:00.0,2018-05-07 06:48:00.0,21,2,0,0,119,0,1901019,1901025,2017-06-11 12:01:00.0,2017-06-11 12:10:00.0,2017-06-11 12:01:37.4,0,0,0,119,161450991,537,1,82,0,0,0,
